Gid,Name,ShortName,Designation,LocalNumber,IsJourneyPatternPointGid,IsIncludedInStopAreaGid,TypeCode,ForAlightingYesNo,ForBoardingYesNo,OrientationDegrees,LengthMeters,LastModifiedUtcDateTime,ExistsFromDate,ExistsUptoDate,CoordinateSystemName,CentroidNorthingCoordinate,CentroidEastingCoordinate,lon,lat
9022302000027002,Björkslingan,,B,2,9025302000002702,9021302000027000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.186155,19.950782,19.950782,60.186155
9022302000045001,Brinkbacken,,A,1,9025302000004501,9021302000045000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.214429,19.635075,19.635075,60.214429
9022302000087001,Emkarby,,A,1,9025302000008701,9021302000087000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.210549,19.876452,19.876452,60.210549
9022302000109001,Fremmanby,,A,1,9025302000010901,9021302000109000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.269792,20.061465,20.061465,60.269792
9022302000115001,GE-huset,,A,1,9025302000011501,9021302000115000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.097763,19.938731,19.938731,60.097763
9022302000003001,Amalia,,A,1,9025302000000301,9021302000003000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.076598,20.197582,20.197582,60.076598
9022302000007001,Baltic,,A,1,9025302000000701,9021302000007000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.036702,20.101858,20.101858,60.036702
9022302000009001,Bamböle,,A,1,9025302000000901,9021302000009000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.228255,19.857974,19.857974,60.228255
9022302000011002,Bartsgårda,,B,2,9025302000001102,9021302000011000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.280489,19.956685,19.956685,60.280489
9022302000251001,Kungsö vsk.,,A,1,9025302000025101,9021302000251000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.109095,19.84387,19.84387,60.109095
9022302000253002,Kungsövägen vsk.,,B,2,9025302000025302,9021302000253000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.11854,19.868641,19.868641,60.11854
9022302000273001,Lemböte vsk.,,A,1,9025302000027301,9021302000273000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.082042,20.029122,20.029122,60.082042
9022302000304001,Marbyöjen vsk.,,A,1,9025302000030401,9021302000304000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.216347,19.671937,19.671937,60.216347
9022302000316001,Mickelsö vsk.,,A,1,9025302000031601,9021302000316000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.205961,20.285292,20.285292,60.205961
9022302000318002,Musterivägen vsk.,,B,2,9025302000031802,9021302000318000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.233695,20.000666,20.000666,60.233695
9022302000322002,Mörslättsvägen vsk.,,B,2,9025302000032202,9021302000322000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.301833,19.967454,19.967454,60.301833
9022302000326002,Nabbenvägen vsk.,,B,2,9025302000032602,9021302000326000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.294076,19.966703,19.966703,60.294076
9022302000336001,Näfsby vsk.,,A,1,9025302000033601,9021302000336000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.193067,19.781435,19.781435,60.193067
9022302000374001,Ringvägen vsk.,,A,1,9025302000037401,9021302000374000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.087864,19.942962,19.942962,60.087864
9022302000404002,Skeppsviksvägen vsk.,,B,2,9025302000040402,9021302000404000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.190246,19.577132,19.577132,60.190246
9022302000449002,Strömsby vsk.,,B,2,9025302000044902,9021302000449000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.247204,20.372604,20.372604,60.247204
9022302000455002,Sundsvägen 871 vsk.,,B,2,9025302000045502,9021302000455000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.221805,20.113601,20.113601,60.221805
9022302000457002,Svartsmara,,B,2,9025302000045702,9021302000457000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.249252,19.879543,19.879543,60.249252
9022302000472002,Södergatan vsk.,,B,2,9025302000047202,9021302000472000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.214843,19.564498,19.564498,60.214843
9022302000478001,Södernäsvägen vsk.,,A,1,9025302000047801,9021302000478000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.241515,20.024423,20.024423,60.241515
9022302000484001,Södra Finbygatan vsk.,,A,1,9025302000048401,9021302000484000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.221763,20.179209,20.179209,60.221763
9022302000490001,Södra Svinövägen vsk.,,A,1,9025302000049001,9021302000490000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.075801,20.260245,20.260245,60.075801
9022302000501001,Tobölevägen vsk.,,A,1,9025302000050101,9021302000501000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.321846,20.019528,20.019528,60.321846
9022302000503002,Eckerö Torp,,B,2,9025302000050302,9021302000503000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.187824,19.587329,19.587329,60.187824
9022302000614001,Kulla sund,,A,1,9025302000061401,9021302000614000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.240601,20.064826,20.064826,60.240601
9022302000614002,Kulla sund,,B,2,9025302000061402,9021302000614000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.240601,20.064826,20.064826,60.240601
9022302000003002,Amalia,,B,2,9025302000000302,9021302000003000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.076598,20.197582,20.197582,60.076598
9022302000056002,Bäckäng,,B,2,9025302000005602,9021302000056000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.073939,20.165001,20.165001,60.073939
9022302000148002,Hallonstigen,,B,2,9025302000014802,9021302000148000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.016606,20.136516,20.136516,60.016606
9022302000165002,Hellestorp,,B,2,9025302000016502,9021302000165000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.05307,20.092835,20.092835,60.05307
9022302000214001,Killingholm,,A,1,9025302000021401,9021302000214000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.327638,19.915573,19.915573,60.327638
9022302000218002,Klemetsby vsk.,,B,2,9025302000021802,9021302000218000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.108831,20.272154,20.272154,60.108831
9022302000222002,Knutsbodavägen vsk.,,B,2,9025302000022202,9021302000222000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.067762,20.034083,20.034083,60.067762
9022302000236002,Krokstadsvägen vsk.,,B,2,9025302000023602,9021302000236000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.111828,20.264886,20.264886,60.111828
9022302000240002,Kullavägen vsk.,,B,2,9025302000024002,9021302000240000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.211714,19.866203,19.866203,60.211714
9022302000251002,Kungsö vsk.,,B,2,9025302000025102,9021302000251000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.109095,19.84387,19.84387,60.109095
9022302000283002,Lumparby,,B,2,9025302000028302,9021302000283000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.120672,20.24823,20.24823,60.120672
9022302000398002,Skag vsk.,,B,2,9025302000039802,9021302000398000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.084675,20.237988,20.237988,60.084675
9022302000408002,Skolsvängen vsk.,,B,2,9025302000040802,9021302000408000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.073754,20.136745,20.136745,60.073754
9022302000613002,Lemland Pellas,,B,2,9025302000061302,9021302000613000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.075784,20.186498,20.186498,60.075784
9022302000047001,Brobacka vsk.,,A,1,9025302000004701,9021302000047000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.200724,19.956341,19.956341,60.200724
9022302000047002,Brobacka vsk.,,B,2,9025302000004702,9021302000047000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.200724,19.956341,19.956341,60.200724
9022302000049001,Brokärrsvägen vsk.,,A,1,9025302000004901,9021302000049000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.242081,20.059941,20.059941,60.242081
9022302000052001,Brändövägen vsk.,,A,1,9025302000005201,9021302000052000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.115898,19.877951,19.877951,60.115898
9022302000052002,Brändövägen vsk.,,B,2,9025302000005202,9021302000052000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.115898,19.877951,19.877951,60.115898
9022302000058002,Böle vsk.,,B,2,9025302000005802,9021302000058000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.225366,19.590528,19.590528,60.225366
9022302000091001,Espholm (Sleipner) vsk.,,A,1,9025302000009101,9021302000091000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.066703,19.958966,19.958966,60.066703
9022302000093001,Finby vsk.,,A,1,9025302000009301,9021302000093000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.223553,20.170004,20.170004,60.223553
9022302000172001,Holmen vsk.,,A,1,9025302000017201,9021302000172000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.026831,19.988421,19.988421,60.026831
9022302000220001,Knutsboda vsk.,,A,1,9025302000022001,9021302000220000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.072808,20.031175,20.031175,60.072808
9022302000232001,Kroklunds vsk.,,A,1,9025302000023201,9021302000232000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.305308,19.951644,19.951644,60.305308
9022302000234001,Krokstad vsk.,,A,1,9025302000023401,9021302000234000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.095405,20.261364,20.261364,60.095405
9022302000247002,Kungsholmen vsk.,,B,2,9025302000024702,9021302000247000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.32838,19.923461,19.923461,60.32838
9022302000573001,Ämnäs viken,,A,1,9025302000057301,9021302000573000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.204623,19.959523,19.959523,60.204623
9022302000585001,Ödkarby,,A,1,9025302000058501,9021302000585000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.310115,19.979848,19.979848,60.310115
9022302000585002,Ödkarby,,B,2,9025302000058502,9021302000585000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.310115,19.979848,19.979848,60.310115
9022302000598001,Östergeta 1,,A,1,9025302000059801,9021302000598000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.377376,19.875435,19.875435,60.377376
9022302000598002,Östergeta 1,,B,2,9025302000059802,9021302000598000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.377376,19.875435,19.875435,60.377376
9022302000609001,Överö,,A,1,9025302000060901,9021302000609000,PIER,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.111552,20.510715,20.510715,60.111552
9022302001005001,Enklinge,,A,1,9025302000100501,9021302001005000,PIER,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.318215,20.751463,20.751463,60.318215
9022302001022001,Jurmo,,A,1,9025302000102201,9021302001022000,PIER,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.515968,21.075031,21.075031,60.515968
9022302001023001,Torsholma,,A,1,9025302000102301,9021302001023000,PIER,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.35657,21.038087,21.038087,60.35657
9022302000045002,Brinkbacken,,B,2,9025302000004502,9021302000045000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.214429,19.635075,19.635075,60.214429
9022302000080002,Eckerö kyrka,,B,2,9025302000008002,9021302000080000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.212995,19.612101,19.612101,60.212995
9022302000199002,Karholm,,B,2,9025302000019902,9021302000199000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.229093,19.686936,19.686936,60.229093
9022302000209002,Kattby södra,,B,2,9025302000020902,9021302000209000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.215933,19.740455,19.740455,60.215933
9022302000264002,Käringsunds Camping,,B,2,9025302000026402,9021302000264000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.233431,19.544541,19.544541,60.233431
9022302000594002,Östanträsk,,B,2,9025302000059402,9021302000594000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.152439,19.795598,19.795598,60.152439
9022302000005001,Apalnäsvägen vsk.,,A,1,9025302000000501,9021302000005000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.108835,20.01202,20.01202,60.108835
9022302000031002,Björkängsvägen vsk.,,B,2,9025302000003102,9021302000031000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.214448,19.978258,19.978258,60.214448
9022302000492002,Tekniska verken,,B,2,9025302000049202,9021302000492000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.106496,19.932977,19.932977,60.106496
9022302000506001,Torpfjärden,,A,1,9025302000050601,9021302000506000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.113487,19.883867,19.883867,60.113487
9022302000512002,Tärnebolstad,,B,2,9025302000051202,9021302000512000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.266329,19.958307,19.958307,60.266329
9022302000514002,Töftö,,B,2,9025302000051402,9021302000514000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.211715,20.297833,20.297833,60.211715
9022302000516002,Töftö färjfäste,,B,2,9025302000051602,9021302000516000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.205603,20.277861,20.277861,60.205603
9022302000523001,Valborg,,A,1,9025302000052301,9021302000523000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.068466,20.097777,20.097777,60.068466
9022302000525002,Vandö,,B,2,9025302000052502,9021302000525000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.30466,19.907863,19.907863,60.30466
9022302000529002,Vargata centrum,,B,2,9025302000052902,9021302000529000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.245909,20.351116,20.351116,60.245909
9022302000548001,Vårdö skola,,A,1,9025302000054801,9021302000548000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.244506,20.375506,20.375506,60.244506
9022302000551001,Västanträsk 2,,A,1,9025302000055101,9021302000551000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.340631,19.92659,19.92659,60.340631
9022302000551002,Västanträsk 2,,B,2,9025302000055102,9021302000551000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.340631,19.92659,19.92659,60.340631
9022302000553002,Västanträsk musteri,,B,2,9025302000055302,9021302000553000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.343357,19.928696,19.928696,60.343357
9022302000555002,Västergeta,,B,2,9025302000055502,9021302000555000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.376826,19.855486,19.855486,60.376826
9022302000396001,Sjukhuset,,A,1,9025302000039601,9021302000396000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.113796,19.93231,19.93231,60.113796
9022302000447001,Strömma,,A,1,9025302000044701,9021302000447000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.3206,20.044246,20.044246,60.3206
9022302000451001,Strömsnäs,,A,1,9025302000045101,9021302000451000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.090382,20.02433,20.02433,60.090382
9022302000464001,Svinö stugby,,A,1,9025302000046401,9021302000464000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.082395,20.261199,20.261199,60.082395
9022302000486001,Södra Flaka,,A,1,9025302000048601,9021302000486000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.019801,20.162444,20.162444,60.019801
9022302000492001,Tekniska verken,,A,1,9025302000049201,9021302000492000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.106496,19.932977,19.932977,60.106496
9022302000296002,Lövö,,B,2,9025302000029602,9021302000296000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.260278,20.371076,20.371076,60.260278
9022302000308001,"Mariehamn, Bussplan",,A,1,9025302000030801,9021302000308000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.102057,19.942343,19.942343,60.102057
9022302000310001,Markusbölevägen,,A,1,9025302000031001,9021302000310000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.254512,19.913907,19.913907,60.254512
9022302000332001,Nåtö biologiska,,A,1,9025302000033201,9021302000332000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.04576,19.974325,19.974325,60.04576
9022302000332002,Nåtö biologiska,,B,2,9025302000033202,9021302000332000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.04576,19.974325,19.974325,60.04576
9022302000366002,Prästö färjfäste,,B,2,9025302000036602,9021302000366000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.208225,20.271558,20.271558,60.208225
9022302000370002,Pålsböle Sarlings,,B,2,9025302000037002,9021302000370000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.265439,19.931862,19.931862,60.265439
9022302000380001,Rörstorp,,A,1,9025302000038001,9021302000380000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.073166,20.13151,20.13151,60.073166
9022302000384001,Samuelstorp,,A,1,9025302000038401,9021302000384000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.16991,19.745096,19.745096,60.16991
9022302000390001,Sandösund,,A,1,9025302000039001,9021302000390000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.270889,20.387064,20.387064,60.270889
9022302000394001,Simskäla färjfäste,,A,1,9025302000039401,9021302000394000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.32192,20.372777,20.372777,60.32192
9022302000183002,Ingby,,B,2,9025302000018302,9021302000183000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.16367,19.946974,19.946974,60.16367
9022302000187002,Jomala kyrka,,B,2,9025302000018702,9021302000187000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.156033,19.947602,19.947602,60.156033
9022302000191001,Jomalaby,,A,1,9025302000019101,9021302000191000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.175303,19.980012,19.980012,60.175303
9022302000199001,Karholm,,A,1,9025302000019901,9021302000199000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.229093,19.686936,19.686936,60.229093
9022302000214002,Killingholm,,B,2,9025302000021402,9021302000214000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.327638,19.915573,19.915573,60.327638
9022302000230001,Kroklund,,A,1,9025302000023001,9021302000230000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.308407,19.967055,19.967055,60.308407
9022302000245001,Kummelören,,A,1,9025302000024501,9021302000245000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.079087,20.215668,20.215668,60.079087
9022302000255001,Kvarnbo,,A,1,9025302000025501,9021302000255000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.274672,20.06158,20.06158,60.274672
9022302000259001,Källarvägen,,A,1,9025302000025901,9021302000259000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.130405,19.915439,19.915439,60.130405
9022302000261002,Källbo skola,,B,2,9025302000026102,9021302000261000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.228428,19.985064,19.985064,60.228428
9022302000268001,Laby,,A,1,9025302000026801,9021302000268000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.318375,19.996358,19.996358,60.318375
9022302000276001,Lemströms kanal,,A,1,9025302000027601,9021302000276000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.098805,20.014728,20.014728,60.098805
9022302000292001,Lönnhagsvägen,,A,1,9025302000029201,9021302000292000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.111558,19.913988,19.913988,60.111558
9022302000118001,Godby centrum,,A,1,9025302000011801,9021302000118000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.23039,19.988838,19.988838,60.23039
9022302000129001,Gottby by,,A,1,9025302000012901,9021302000129000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.129856,19.8208,19.8208,60.129856
9022302000133002,Granholm,,B,2,9025302000013302,9021302000133000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.055141,19.967865,19.967865,60.055141
9022302000143001,Gölby norra,,A,1,9025302000014301,9021302000143000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.197317,19.950121,19.950121,60.197317
9022302000150001,"Hammarland, Torp",,A,1,9025302000015001,9021302000150000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.155701,19.75718,19.75718,60.155701
9022302000156001,Hamnterminalen,,A,1,9025302000015601,9021302000156000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.092584,19.929278,19.929278,60.092584
9022302000168001,Hemdal,,A,1,9025302000016801,9021302000168000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.279709,20.062727,20.062727,60.279709
9022302000178001,Hummelvik,,A,1,9025302000017801,9021302000178000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.224336,20.413502,20.413502,60.224336
9022302000001002,4H-gården,,B,2,9025302000000102,9021302000001000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.180685,19.98212,19.98212,60.180685
9022302000025001,Björknäs,,A,1,9025302000002501,9021302000025000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.323839,19.925352,19.925352,60.323839
