Gid,Name,ShortName,Designation,LocalNumber,IsJourneyPatternPointGid,IsIncludedInStopAreaGid,TypeCode,ForAlightingYesNo,ForBoardingYesNo,OrientationDegrees,LengthMeters,LastModifiedUtcDateTime,ExistsFromDate,ExistsUptoDate,CoordinateSystemName,CentroidNorthingCoordinate,CentroidEastingCoordinate,lon,lat
9022302000033002,Björsby,,B,2,9025302000003302,9021302000033000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.18527,19.963935,19.963935,60.18527
9022302000066002,Degerby,,B,2,9025302000006602,9021302000066000,PIER,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.032131,20.385726,20.385726,60.032131
9022302000073001,Drygsböle,,A,1,9025302000007301,9021302000073000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.182175,19.783613,19.783613,60.182175
9022302000075001,Eckerö färjterminal,,A,1,9025302000007501,9021302000075000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.224613,19.538434,19.538434,60.224613
9022302000007002,Baltic,,B,2,9025302000000702,9021302000007000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.036702,20.101858,20.101858,60.036702
9022302000015002,Bengtsböle,,B,2,9025302000001502,9021302000015000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.069028,20.111775,20.111775,60.069028
9022302000089002,Emkarby daghem,,B,2,9025302000008902,9021302000089000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.21103,19.88207,19.88207,60.21103
9022302000105002,Folkhögskolan vsk.,,B,2,9025302000010502,9021302000105000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.258822,19.916177,19.916177,60.258822
9022302000129002,Gottby by,,B,2,9025302000012902,9021302000129000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.129856,19.8208,19.8208,60.129856
9022302000179002,Högbergsvägen vsk.,,B,2,9025302000017902,9021302000179000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.076051,20.030299,20.030299,60.076051
9022302000220002,Knutsboda vsk.,,B,2,9025302000022002,9021302000220000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.072808,20.031175,20.031175,60.072808
9022302000240001,Kullavägen vsk.,,A,1,9025302000024001,9021302000240000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.211714,19.866203,19.866203,60.211714
9022302000245002,Kummelören,,B,2,9025302000024502,9021302000245000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.079087,20.215668,20.215668,60.079087
9022302000275002,Lemlands kyrka,,B,2,9025302000027502,9021302000275000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.071692,20.084244,20.084244,60.071692
9022302000289002,Långnäs färjfäste,,B,2,9025302000028902,9021302000289000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.11745,20.296355,20.296355,60.11745
9022302000292002,Lönnhagsvägen,,B,2,9025302000029202,9021302000292000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.111558,19.913988,19.913988,60.111558
9022302000314002,Mellanvik,,B,2,9025302000031402,9021302000314000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.065975,20.068844,20.068844,60.065975
9022302000324002,Nabben,,B,2,9025302000032402,9021302000324000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.114974,19.948484,19.948484,60.114974
9022302000330002,Norrängen,,B,2,9025302000033002,9021302000330000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.200598,19.928354,19.928354,60.200598
9022302000360002,Postgärdsvägen vsk.,,B,2,9025302000036002,9021302000360000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.196114,19.936088,19.936088,60.196114
9022302000451002,Strömsnäs,,B,2,9025302000045102,9021302000451000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.090382,20.02433,20.02433,60.090382
9022302000466002,Svinövägen vsk.,,B,2,9025302000046602,9021302000466000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.085444,20.256118,20.256118,60.085444
9022302000480002,Söderskogsvägen vsk.,,B,2,9025302000048002,9021302000480000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.20621,19.8437,19.8437,60.20621
9022302000490002,Södra Svinövägen vsk.,,B,2,9025302000049002,9021302000490000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.075801,20.260245,20.260245,60.075801
9022302000503001,Eckerö Torp,,A,1,9025302000050301,9021302000503000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.187824,19.587329,19.587329,60.187824
9022302000577002,Ängösundsvägen vsk.,,B,2,9025302000057702,9021302000577000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.115696,20.26134,20.26134,60.115696
9022302000604002,Överby,,B,2,9025302000060402,9021302000604000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.148149,19.986022,19.986022,60.148149
9022302000386001,Sandmovägen vsk.,,A,1,9025302000038601,9021302000386000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.223252,19.552998,19.552998,60.223252
9022302000418002,Smedsböle vsk.,,B,2,9025302000041802,9021302000418000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.223605,20.161875,20.161875,60.223605
9022302000433001,Stenbro vsk.,,A,1,9025302000043301,9021302000433000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.2379,20.083498,20.083498,60.2379
9022302000437001,Storängsgatan vsk.,,A,1,9025302000043701,9021302000437000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.219519,20.188403,20.188403,60.219519
9022302000449001,Strömsby vsk.,,A,1,9025302000044901,9021302000449000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.247204,20.372604,20.372604,60.247204
9022302000480001,Söderskogsvägen vsk.,,A,1,9025302000048001,9021302000480000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.20621,19.8437,19.8437,60.20621
9022302000499001,Tjudö vsk.,,A,1,9025302000049901,9021302000499000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.314466,19.941328,19.941328,60.314466
9022302000501002,Tobölevägen vsk.,,B,2,9025302000050102,9021302000501000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.321846,20.019528,20.019528,60.321846
9022302000510002,Tosarby vsk.,,B,2,9025302000051002,9021302000510000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.223614,20.104958,20.104958,60.223614
9022302000541001,Vestmyravägen vsk. 2,,A,1,9025302000054101,9021302000541000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.193644,19.739425,19.739425,60.193644
9022302000561002,Västra Möckelö vsk.,,B,2,9025302000056102,9021302000561000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.107112,19.898805,19.898805,60.107112
9022302000590001,Önningeby vsk.,,A,1,9025302000059001,9021302000590000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.11089,20.00569,20.00569,60.11089
9022302000606002,Överbyvägen vsk.,,B,2,9025302000060602,9021302000606000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.213468,19.626557,19.626557,60.213468
9022302000611001,Skräddarsvängen vsk.,,A,1,9025302000061101,9021302000611000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.377039,19.884124,19.884124,60.377039
9022302000611002,Skräddarsvängen vsk.,,B,2,9025302000061102,9021302000611000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.377039,19.884124,19.884124,60.377039
9022302000139001,Grelsby vsk.,,A,1,9025302000013901,9021302000139000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.237587,19.976598,19.976598,60.237587
9022302000154001,Hamnsundsvägen vsk.,,A,1,9025302000015401,9021302000154000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.311465,20.053843,20.053843,60.311465
9022302000218001,Klemetsby vsk.,,A,1,9025302000021801,9021302000218000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.108831,20.272154,20.272154,60.108831
9022302000228002,Kottestigen vsk.,,B,2,9025302000022802,9021302000228000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.275113,20.389893,20.389893,60.275113
9022302000232002,Kroklunds vsk.,,B,2,9025302000023202,9021302000232000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.305308,19.951644,19.951644,60.305308
9022302000238001,Kullagatan vsk.,,A,1,9025302000023801,9021302000238000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.264448,20.059039,20.059039,60.264448
9022302000249002,Kungstensvägen vsk.,,B,2,9025302000024902,9021302000249000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.254522,19.951905,19.951905,60.254522
9022302000269002,Lafsbölevägen vsk.,,B,2,9025302000026902,9021302000269000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.289849,20.064462,20.064462,60.289849
9022302000302002,Marbyvägen vsk.,,B,2,9025302000030202,9021302000302000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.212896,19.647981,19.647981,60.212896
9022302000304002,Marbyöjen vsk.,,B,2,9025302000030402,9021302000304000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.216347,19.671937,19.671937,60.216347
9022302000306001,Mariavägen vsk.,,A,1,9025302000030601,9021302000306000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.216755,19.730961,19.730961,60.216755
9022302000310002,Markusbölevägen,,B,2,9025302000031002,9021302000310000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.254512,19.913907,19.913907,60.254512
9022302000318001,Musterivägen vsk.,,A,1,9025302000031801,9021302000318000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.233695,20.000666,20.000666,60.233695
9022302000334002,Nåtö by vsk.,,B,2,9025302000033402,9021302000334000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.041118,19.96947,19.96947,60.041118
9022302000360001,Postgärdsvägen vsk.,,A,1,9025302000036001,9021302000360000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.196114,19.936088,19.936088,60.196114
9022302000150002,"Hammarland, Torp",,B,2,9025302000015002,9021302000150000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.155701,19.75718,19.75718,60.155701
9022302000203002,Kastelholms slott/Smakbyn,,B,2,9025302000020302,9021302000203000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.232821,20.081683,20.081683,60.232821
9022302000017002,Bergö/Idskärsvägen vsk.,,B,2,9025302000001702,9021302000017000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.03026,19.978267,19.978267,60.03026
9022302000039001,Bolstaholms vsk.,,A,1,9025302000003901,9021302000039000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.37331,19.892995,19.892995,60.37331
9022302000064001,Dalkarbyvägen vsk.,,A,1,9025302000006401,9021302000064000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.135944,19.939102,19.939102,60.135944
9022302000067001,Degersandsvägen vsk.,,A,1,9025302000006701,9021302000067000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.181996,19.595068,19.595068,60.181996
9022302000087002,Emkarby,,B,2,9025302000008702,9021302000087000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.210549,19.876452,19.876452,60.210549
9022302000091002,Espholm (Sleipner) vsk.,,B,2,9025302000009102,9021302000091000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.066703,19.958966,19.958966,60.066703
9022302000093002,Finby vsk.,,B,2,9025302000009302,9021302000093000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.223553,20.170004,20.170004,60.223553
9022302000101001,Fjärilsgatan vsk.,,A,1,9025302000010101,9021302000101000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.21992,19.5647,19.5647,60.21992
9022302000123001,Godbyhallen vsk.,,A,1,9025302000012301,9021302000123000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.22348,19.981416,19.981416,60.22348
9022302000512001,Tärnebolstad,,A,1,9025302000051201,9021302000512000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.266329,19.958307,19.958307,60.266329
9022302000525001,Vandö,,A,1,9025302000052501,9021302000525000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.30466,19.907863,19.907863,60.30466
9022302000535001,Vessingsboda,,A,1,9025302000053501,9021302000535000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.043908,20.174763,20.174763,60.043908
9022302000553001,Västanträsk musteri,,A,1,9025302000055301,9021302000553000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.343357,19.928696,19.928696,60.343357
9022302000557001,Västeränga,,A,1,9025302000055701,9021302000557000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.016158,20.13258,20.13258,60.016158
9022302000559001,Västra macken,,A,1,9025302000055901,9021302000559000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.111219,19.929983,19.929983,60.111219
9022302000567001,Ålandsplan,,A,1,9025302000056701,9021302000567000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.104026,19.937223,19.937223,60.104026
9022302000571001,Ämnäs,,A,1,9025302000057101,9021302000571000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.209193,19.963234,19.963234,60.209193
9022302000586001,Ödkarby skola,,A,1,9025302000058601,9021302000586000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.30377,19.991636,19.991636,60.30377
9022302000600001,Östergeta 2,,A,1,9025302000060001,9021302000600000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.378084,19.867101,19.867101,60.378084
9022302000600002,Östergeta 2,,B,2,9025302000060002,9021302000600000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.378084,19.867101,19.867101,60.378084
9022302000602001,Östra skolgatan,,A,1,9025302000060201,9021302000602000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.09967,19.935555,19.935555,60.09967
9022302000604001,Överby,,A,1,9025302000060401,9021302000604000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.148149,19.986022,19.986022,60.148149
9022302000608001,Övernäs skola,,A,1,9025302000060801,9021302000608000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.099596,19.932325,19.932325,60.099596
9022302001006001,Lappo,,A,1,9025302000100601,9021302001006000,PIER,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.317462,20.995991,20.995991,60.317462
9022302001010001,Osnäs,,A,1,9025302000101001,9021302001010000,PIER,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.507046,21.247329,21.247329,60.507046
9022302000414001,S-market/Medimar,,A,1,9025302000041401,9021302000414000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.113908,19.913002,19.913002,60.113908
9022302000414002,S-market/Medimar,,B,2,9025302000041402,9021302000414000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.113908,19.913002,19.913002,60.113908
9022302000420002,Snäckö färjfäste,,B,2,9025302000042002,9021302000420000,PIER,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.219147,20.726763,20.726763,60.219147
9022302000427001,Sportkila,,A,1,9025302000042701,9021302000427000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.220549,20.136441,20.136441,60.220549
9022302000427002,Sportkila,,B,2,9025302000042702,9021302000427000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.220549,20.136441,20.136441,60.220549
9022302000441002,Strandnäs hotell,,B,2,9025302000044102,9021302000441000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.11971,19.942498,19.942498,60.11971
9022302000447002,Strömma,,B,2,9025302000044702,9021302000447000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.3206,20.044246,20.044246,60.3206
9022302000453001,Stålsby,,A,1,9025302000045301,9021302000453000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.345536,19.95828,19.95828,60.345536
9022302000461002,Sviby bro,,B,2,9025302000046102,9021302000461000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.113477,19.917725,19.917725,60.113477
9022302000495001,Tingsbacka,,A,1,9025302000049501,9021302000495000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.203882,19.918269,19.918269,60.203882
9022302000497001,Tjudö midsommarstång,,A,1,9025302000049701,9021302000497000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.333728,19.947914,19.947914,60.333728
9022302000497002,Tjudö midsommarstång,,B,2,9025302000049702,9021302000497000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.333728,19.947914,19.947914,60.333728
9022302000340002,Odalgården,,B,2,9025302000034002,9021302000340000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.121656,19.942855,19.942855,60.121656
9022302000342002,Ollas,,B,2,9025302000034202,9021302000342000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.274807,19.944722,19.944722,60.274807
9022302000362001,Prästgården,,A,1,9025302000036201,9021302000362000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.069063,20.100654,20.100654,60.069063
9022302000366001,Prästö färjfäste,,A,1,9025302000036601,9021302000366000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.208225,20.271558,20.271558,60.208225
9022302000368001,Pålsböle daghem,,A,1,9025302000036801,9021302000368000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.270951,19.934,19.934,60.270951
9022302000372002,Pålsbölevägen,,B,2,9025302000037202,9021302000372000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.248617,19.965393,19.965393,60.248617
9022302000376001,Rågetsböle,,A,1,9025302000037601,9021302000376000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.268085,19.889975,19.889975,60.268085
9022302000382001,Saltkråkan vändplan,,A,1,9025302000038201,9021302000382000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.025379,20.002904,20.002904,60.025379
9022302000382002,Saltkråkan vändplan,,B,2,9025302000038202,9021302000382000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.025379,20.002904,20.002904,60.025379
9022302000396002,Sjukhuset,,B,2,9025302000039602,9021302000396000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.113796,19.93231,19.93231,60.113796
9022302000255002,Kvarnbo,,B,2,9025302000025502,9021302000255000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.274672,20.06158,20.06158,60.274672
9022302000259002,Källarvägen,,B,2,9025302000025902,9021302000259000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.130405,19.915439,19.915439,60.130405
9022302000261001,Källbo skola,,A,1,9025302000026101,9021302000261000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.228428,19.985064,19.985064,60.228428
9022302000268002,Laby,,B,2,9025302000026802,9021302000268000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.318375,19.996358,19.996358,60.318375
9022302000281001,Listersby,,A,1,9025302000028101,9021302000281000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.230619,20.37944,20.37944,60.230619
9022302000281002,Listersby,,B,2,9025302000028102,9021302000281000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.230619,20.37944,20.37944,60.230619
9022302000285001,Lumparsund,,A,1,9025302000028501,9021302000285000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.079928,20.22663,20.22663,60.079928
9022302000294001,Lötö,,A,1,9025302000029401,9021302000294000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.31392,20.007403,20.007403,60.31392
9022302000296001,Lövö,,A,1,9025302000029601,9021302000296000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.260278,20.371076,20.371076,60.260278
9022302000298001,Mangelbo,,A,1,9025302000029801,9021302000298000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.253615,19.962988,19.962988,60.253615
9022302000298002,Mangelbo,,B,2,9025302000029802,9021302000298000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.253615,19.962988,19.962988,60.253615
9022302000308002,"Mariehamn, Bussplan",,B,2,9025302000030802,9021302000308000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.102057,19.942343,19.942343,60.102057
9022302000312001,Maxinge,,A,1,9025302000031201,9021302000312000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.12989,19.934688,19.934688,60.12989
9022302000157002,Haraldsby,,B,2,9025302000015702,9021302000157000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.246991,20.031081,20.031081,60.246991
9022302000163001,Hellesby,,A,1,9025302000016301,9021302000163000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.20031,19.735332,19.735332,60.20031
9022302000168002,Hemdal,,B,2,9025302000016802,9021302000168000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.279709,20.062727,20.062727,60.279709
9022302000176001,Hummelskär,,A,1,9025302000017601,9021302000176000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.321163,20.02991,20.02991,60.321163
9022302000176002,Hummelskär,,B,2,9025302000017602,9021302000176000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.321163,20.02991,20.02991,60.321163
9022302000185002,Jomala församlingshem,,B,2,9025302000018502,9021302000185000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.152001,19.948736,19.948736,60.152001
9022302000201001,Kastelholm,,A,1,9025302000020101,9021302000201000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.230688,20.091984,20.091984,60.230688
9022302000201002,Kastelholm,,B,2,9025302000020102,9021302000201000,BUSSTOP,1,1,,50.0,2021-03-19 10:09:10.883,2021-03-29 00:00:00.000,,WGS84,60.230688,20.091984,20.091984,60.230688
