from_area,from_name,to_area,to_name,period,trips
9021302000523000,Valborg,9021302000189000,Jomala skola,am,9.2067
9021302000662000,"Centrum, Nygatan",9021302000312000,Maxinge,am,4.822
9021302000259000,Källarvägen,9021302000308000,"Mariehamn, Bussplan",am,3.9986
9021302000087000,Emkarby,9021302000189000,Jomala skola,am,3.5935
9021302000662000,"Centrum, Nygatan",9021302000445000,Strandnäs skola södra,am,3.4267
9021302000590000,Önningeby vsk.,9021302000308000,"Mariehamn, Bussplan",am,3.009
9021302000535000,Vessingsboda,9021302000189000,Jomala skola,am,2.8005
9021302000261000,Källbo skola,9021302000121000,Godby högstadium,am,2.7724
9021302000622000,Solberget,9021302000445000,Strandnäs skola södra,am,2.6327
9021302000071000,Doppingvägen,9021302000662000,"Centrum, Nygatan",am,2.5319
9021302000021000,Bjärström,9021302000189000,Jomala skola,am,2.4823
9021302000457000,Svartsmara,9021302000261000,Källbo skola,am,2.4258
9021302000209000,Kattby södra,9021302000668000,Jomala skola södra,am,2.3554
9021302000457000,Svartsmara,9021302000121000,Godby högstadium,am,2.2452
9021302000115000,GE-huset,9021302000308000,"Mariehamn, Bussplan",am,2.1645
9021302000362000,Prästgården,9021302000189000,Jomala skola,am,2.1323
9021302000261000,Källbo skola,9021302000123000,Godbyhallen vsk.,am,2.1235
9021302000639000,Hindersbölevägen,9021302000662000,"Centrum, Nygatan",am,2.0625
9021302000255000,Kvarnbo,9021302000121000,Godby högstadium,am,1.9966
9021302000308000,"Mariehamn, Bussplan",9021302000123000,Godbyhallen vsk.,am,1.9775
9021302000255000,Kvarnbo,9021302000261000,Källbo skola,am,1.9097
9021302000029000,Björkuddsvägen vsk.,9021302000308000,"Mariehamn, Bussplan",am,1.907
9021302000220000,Knutsboda vsk.,9021302000189000,Jomala skola,am,1.9019
9021302000557000,Västeränga,9021302000189000,Jomala skola,am,1.8623
9021302000664000,Möckelö Strand,9021302000662000,"Centrum, Nygatan",am,1.7317
9021302000261000,Källbo skola,9021302000125000,Godbyvägen 1285,am,1.7074
9021302000596000,Östanåkersvägen vsk.,9021302000189000,Jomala skola,am,1.7061
9021302000308000,"Mariehamn, Bussplan",9021302000189000,Jomala skola,am,1.5884
9021302000523000,Valborg,9021302000308000,"Mariehamn, Bussplan",am,1.5858
9021302000209000,Kattby södra,9021302000189000,Jomala skola,am,1.5597
9021302000043000,Breidablick,9021302000261000,Källbo skola,am,1.5171
9021302000240000,Kullavägen vsk.,9021302000189000,Jomala skola,am,1.4863
9021302000193000,Järsö,9021302000662000,"Centrum, Nygatan",am,1.4631
9021302000486000,Södra Flaka,9021302000189000,Jomala skola,am,1.4573
9021302000647000,Lotsgatan,9021302000662000,"Centrum, Nygatan",am,1.4427
9021302000334000,Nåtö by vsk.,9021302000662000,"Centrum, Nygatan",am,1.4268
9021302000089000,Emkarby daghem,9021302000189000,Jomala skola,am,1.4254
9021302000429000,Torget,9021302000308000,"Mariehamn, Bussplan",am,1.4026
9021302000340000,Odalgården,9021302000308000,"Mariehamn, Bussplan",am,1.3974
9021302000630000,Kalmarnäs vändplan,9021302000445000,Strandnäs skola södra,am,1.3951
9021302000009000,Bamböle,9021302000261000,Källbo skola,am,1.3945
9021302000508000,Torrbolstad,9021302000121000,Godby högstadium,am,1.3929
9021302000043000,Breidablick,9021302000121000,Godby högstadium,am,1.3808
9021302000193000,Järsö,9021302000608000,Övernäs skola,am,1.333
9021302000207000,Kattby,9021302000668000,Jomala skola södra,am,1.3305
9021302000009000,Bamböle,9021302000121000,Godby högstadium,am,1.3286
9021302000308000,"Mariehamn, Bussplan",9021302000261000,Källbo skola,am,1.3263
9021302000334000,Nåtö by vsk.,9021302000608000,Övernäs skola,am,1.3077
9021302000017000,Bergö/Idskärsvägen vsk.,9021302000662000,"Centrum, Nygatan",am,1.3066
9021302000275000,Lemlands kyrka,9021302000189000,Jomala skola,am,1.2973
9021302000508000,Torrbolstad,9021302000261000,Källbo skola,am,1.2418
9021302000251000,Kungsö vsk.,9021302000668000,Jomala skola södra,am,1.2369
9021302000017000,Bergö/Idskärsvägen vsk.,9021302000608000,Övernäs skola,am,1.1962
9021302000543000,Vikingahallen,9021302000308000,"Mariehamn, Bussplan",am,1.1728
9021302000640000,Doktorsvägen 1B/1C,9021302000662000,"Centrum, Nygatan",am,1.168
9021302000261000,Källbo skola,9021302000308000,"Mariehamn, Bussplan",am,1.1594
9021302000129000,Gottby by,9021302000668000,Jomala skola södra,am,1.1574
9021302000214000,Killingholm,9021302000121000,Godby högstadium,am,1.1361
9021302000492000,Tekniska verken,9021302000308000,"Mariehamn, Bussplan",am,1.1165
9021302000622000,Solberget,9021302000662000,"Centrum, Nygatan",am,1.0784
9021302000646000,Ytternäs skola,9021302000662000,"Centrum, Nygatan",am,1.0773
9021302000097000,Skrakvägen,9021302000662000,"Centrum, Nygatan",am,1.0708
9021302000214000,Killingholm,9021302000261000,Källbo skola,am,1.0389
9021302000107000,Frebbenby,9021302000668000,Jomala skola södra,am,1.0164
9021302000421000,Solberget södra,9021302000445000,Strandnäs skola södra,am,1.0051
9021302000590000,Önningeby vsk.,9021302000189000,Jomala skola,am,1.0017
9021302000324000,Nabben,9021302000662000,"Centrum, Nygatan",am,0.9806
9021302000157000,Haraldsby,9021302000121000,Godby högstadium,am,0.9553
9021302000386000,Sandmovägen vsk.,9021302000435000,Storby,am,0.9384
9021302000630000,Kalmarnäs vändplan,9021302000308000,"Mariehamn, Bussplan",am,0.9375
9021302000439000,Strandnäs,9021302000308000,"Mariehamn, Bussplan",am,0.9353
9021302000137000,Granö vändplan,9021302000662000,"Centrum, Nygatan",am,0.9239
9021302000157000,Haraldsby,9021302000261000,Källbo skola,am,0.9136
9021302000308000,"Mariehamn, Bussplan",9021302000668000,Jomala skola södra,am,0.9011
9021302000449000,Strömsby vsk.,9021302000548000,Vårdö skola,am,0.8963
9021302000648000,Baltichallen,9021302000662000,"Centrum, Nygatan",am,0.8908
9021302000209000,Kattby södra,9021302000308000,"Mariehamn, Bussplan",am,0.8902
9021302000207000,Kattby,9021302000189000,Jomala skola,am,0.881
9021302000292000,Lönnhagsvägen,9021302000308000,"Mariehamn, Bussplan",am,0.8493
9021302000137000,Granö vändplan,9021302000608000,Övernäs skola,am,0.8486
9021302000251000,Kungsö vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.8335
9021302000306000,Mariavägen vsk.,9021302000668000,Jomala skola södra,am,0.8323
9021302000396000,Sjukhuset,9021302000308000,"Mariehamn, Bussplan",am,0.8287
9021302000332000,Nåtö biologiska,9021302000662000,"Centrum, Nygatan",am,0.8165
9021302000308000,"Mariehamn, Bussplan",9021302000121000,Godby högstadium,am,0.8104
9021302000408000,Skolsvängen vsk.,9021302000189000,Jomala skola,am,0.8075
9021302000643000,Örtvägen,9021302000662000,"Centrum, Nygatan",am,0.8073
9021302000251000,Kungsö vsk.,9021302000189000,Jomala skola,am,0.7939
9021302000193000,Järsö,9021302000659000,Norragatan,am,0.7939
9021302000334000,Nåtö by vsk.,9021302000659000,Norragatan,am,0.7786
9021302000255000,Kvarnbo,9021302000123000,Godbyhallen vsk.,am,0.7592
9021302000129000,Gottby by,9021302000189000,Jomala skola,am,0.7505
9021302000133000,Granholm,9021302000662000,"Centrum, Nygatan",am,0.7459
9021302000332000,Nåtö biologiska,9021302000608000,Övernäs skola,am,0.7455
9021302000621000,Övernäsgården,9021302000662000,"Centrum, Nygatan",am,0.7377
9021302000117000,Geta centrum,9021302000123000,Godbyhallen vsk.,am,0.7346
9021302000266000,Labbnäs,9021302000123000,Godbyhallen vsk.,am,0.7311
9021302000017000,Bergö/Idskärsvägen vsk.,9021302000659000,Norragatan,am,0.7122
9021302000588000,Öjvägen vsk.,9021302000189000,Jomala skola,am,0.708
9021302000585000,Ödkarby,9021302000121000,Godby högstadium,am,0.7077
9021302000095000,Finströms kyrka,9021302000123000,Godbyhallen vsk.,am,0.7069
9021302000564000,Ytternäs skola,9021302000662000,"Centrum, Nygatan",am,0.7029
9021302000097000,Skrakvägen,9021302000608000,Övernäs skola,am,0.6914
9021302000630000,Kalmarnäs vändplan,9021302000662000,"Centrum, Nygatan",am,0.6912
9021302000662000,"Centrum, Nygatan",9021302000429000,Torget,am,0.6836
9021302000133000,Granholm,9021302000608000,Övernäs skola,am,0.681
9021302000662000,"Centrum, Nygatan",9021302000679000,Polishuset,am,0.6767
9021302000427000,Sportkila,9021302000308000,"Mariehamn, Bussplan",am,0.6753
9021302000107000,Frebbenby,9021302000189000,Jomala skola,am,0.6725
9021302000412000,Slottsvägen vsk.,9021302000125000,Godbyvägen 1285,am,0.6694
9021302000585000,Ödkarby,9021302000261000,Källbo skola,am,0.6607
9021302000623000,Lindstigen,9021302000662000,"Centrum, Nygatan",am,0.6549
9021302000662000,"Centrum, Nygatan",9021302000657000,Kyrkan,am,0.6515
9021302000358000,Posten,9021302000308000,"Mariehamn, Bussplan",am,0.6485
9021302000564000,Ytternäs skola,9021302000608000,Övernäs skola,am,0.6484
9021302000216000,Klemetsby,9021302000189000,Jomala skola,am,0.636
9021302000129000,Gottby by,9021302000308000,"Mariehamn, Bussplan",am,0.6331
9021302000427000,Sportkila,9021302000125000,Godbyvägen 1285,am,0.6307
9021302000312000,Maxinge,9021302000662000,"Centrum, Nygatan",am,0.6287
9021302000535000,Vessingsboda,9021302000362000,Prästgården,am,0.6137
9021302000453000,Stålsby,9021302000121000,Godby högstadium,am,0.6084
9021302000615000,Österkullagatan,9021302000445000,Strandnäs skola södra,am,0.5837
9021302000253000,Kungsövägen vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.582
9021302000662000,"Centrum, Nygatan",9021302000639000,Hindersbölevägen,am,0.5698
9021302000662000,"Centrum, Nygatan",9021302000640000,Doktorsvägen 1B/1C,am,0.5695
9021302000453000,Stålsby,9021302000261000,Källbo skola,am,0.5649
9021302000662000,"Centrum, Nygatan",9021302000646000,Ytternäs skola,am,0.5637
9021302000559000,Västra macken,9021302000308000,"Mariehamn, Bussplan",am,0.5532
9021302000306000,Mariavägen vsk.,9021302000189000,Jomala skola,am,0.551
9021302000163000,Hellesby,9021302000668000,Jomala skola södra,am,0.5499
9021302000535000,Vessingsboda,9021302000523000,Valborg,am,0.5476
9021302000029000,Björkuddsvägen vsk.,9021302000189000,Jomala skola,am,0.5465
9021302000117000,Geta centrum,9021302000261000,Källbo skola,am,0.5455
9021302000121000,Godby högstadium,9021302000125000,Godbyvägen 1285,am,0.5437
9021302000266000,Labbnäs,9021302000261000,Källbo skola,am,0.54
9021302000123000,Godbyhallen vsk.,9021302000121000,Godby högstadium,am,0.5225
9021302000095000,Finströms kyrka,9021302000261000,Källbo skola,am,0.521
9021302000255000,Kvarnbo,9021302000308000,"Mariehamn, Bussplan",am,0.52
9021302000435000,Storby,9021302000075000,Eckerö färjterminal,am,0.5184
9021302000358000,Posten,9021302000662000,"Centrum, Nygatan",am,0.5131
9021302000441000,Strandnäs hotell,9021302000308000,"Mariehamn, Bussplan",am,0.5087
9021302000224000,Kockobacka,9021302000189000,Jomala skola,am,0.5079
9021302000508000,Torrbolstad,9021302000123000,Godbyhallen vsk.,am,0.5078
9021302000137000,Granö vändplan,9021302000659000,Norragatan,am,0.5052
9021302000207000,Kattby,9021302000308000,"Mariehamn, Bussplan",am,0.503
9021302000412000,Slottsvägen vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.5013
9021302000360000,Postgärdsvägen vsk.,9021302000189000,Jomala skola,am,0.4969
9021302000273000,Lemböte vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.4899
9021302000662000,"Centrum, Nygatan",9021302000633000,Bolstavägen,am,0.487
9021302000662000,"Centrum, Nygatan",9021302000292000,Lönnhagsvägen,am,0.4867
9021302000364000,Prästö,9021302000308000,"Mariehamn, Bussplan",am,0.4792
9021302000535000,Vessingsboda,9021302000308000,"Mariehamn, Bussplan",am,0.4772
9021302000606000,Överbyvägen vsk.,9021302000668000,Jomala skola södra,am,0.4771
9021302000322000,Mörslättsvägen vsk.,9021302000123000,Godbyhallen vsk.,am,0.4759
9021302000185000,Jomala församlingshem,9021302000308000,"Mariehamn, Bussplan",am,0.458
9021302000189000,Jomala skola,9021302000668000,Jomala skola södra,am,0.4521
9021302000679000,Polishuset,9021302000662000,"Centrum, Nygatan",am,0.449
9021302000332000,Nåtö biologiska,9021302000659000,Norragatan,am,0.444
9021302000590000,Önningeby vsk.,9021302000324000,Nabben,am,0.4429
9021302000296000,Lövö,9021302000548000,Vårdö skola,am,0.4385
9021302000435000,Storby,9021302000668000,Jomala skola södra,am,0.4359
9021302000662000,"Centrum, Nygatan",9021302000324000,Nabben,am,0.4329
9021302000433000,Stenbro vsk.,9021302000125000,Godbyvägen 1285,am,0.4271
9021302000638000,Uppgårdsvägen 10,9021302000662000,"Centrum, Nygatan",am,0.4231
9021302000421000,Solberget södra,9021302000662000,"Centrum, Nygatan",am,0.4222
9021302000123000,Godbyhallen vsk.,9021302000125000,Godbyvägen 1285,am,0.4185
9021302000214000,Killingholm,9021302000123000,Godbyhallen vsk.,am,0.4178
9021302000362000,Prästgården,9021302000523000,Valborg,am,0.4177
9021302000097000,Skrakvägen,9021302000659000,Norragatan,am,0.4115
9021302000326000,Nabbenvägen vsk.,9021302000123000,Godbyhallen vsk.,am,0.4092
9021302000133000,Granholm,9021302000659000,Norragatan,am,0.4056
9021302000141000,Gölby,9021302000189000,Jomala skola,am,0.4039
9021302000259000,Källarvägen,9021302000668000,Jomala skola södra,am,0.4035
9021302000187000,Jomala kyrka,9021302000308000,"Mariehamn, Bussplan",am,0.4032
9021302000577000,Ängösundsvägen vsk.,9021302000189000,Jomala skola,am,0.4008
9021302000107000,Frebbenby,9021302000308000,"Mariehamn, Bussplan",am,0.3942
9021302000614000,Kulla sund,9021302000125000,Godbyvägen 1285,am,0.3928
9021302000557000,Västeränga,9021302000362000,Prästgården,am,0.3925
9021302000271000,Langnäs vändplan,9021302000662000,"Centrum, Nygatan",am,0.3909
9021302000564000,Ytternäs skola,9021302000659000,Norragatan,am,0.386
9021302000626000,Källstigen,9021302000662000,"Centrum, Nygatan",am,0.384
9021302000616000,Doktorsvägen 1A,9021302000662000,"Centrum, Nygatan",am,0.3837
9021302000392000,Savoy,9021302000308000,"Mariehamn, Bussplan",am,0.3829
9021302000245000,Kummelören,9021302000189000,Jomala skola,am,0.3827
9021302000508000,Torrbolstad,9021302000308000,"Mariehamn, Bussplan",am,0.3817
9021302000308000,"Mariehamn, Bussplan",9021302000543000,Vikingahallen,am,0.3774
9021302000662000,"Centrum, Nygatan",9021302000071000,Doppingvägen,am,0.3721
9021302000338000,Nääs,9021302000121000,Godby högstadium,am,0.3713
9021302000220000,Knutsboda vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.3681
9021302000157000,Haraldsby,9021302000123000,Godbyhallen vsk.,am,0.365
9021302000117000,Geta centrum,9021302000230000,Kroklund,am,0.3649
9021302000362000,Prästgården,9021302000308000,"Mariehamn, Bussplan",am,0.3645
9021302000222000,Knutsbodavägen vsk.,9021302000189000,Jomala skola,am,0.364
9021302000163000,Hellesby,9021302000189000,Jomala skola,am,0.3633
9021302000007000,Baltic,9021302000189000,Jomala skola,am,0.3606
9021302000308000,"Mariehamn, Bussplan",9021302000125000,Godbyvägen 1285,am,0.3594
9021302000520000,Utängarna,9021302000668000,Jomala skola södra,am,0.3593
9021302000557000,Västeränga,9021302000308000,"Mariehamn, Bussplan",am,0.3592
9021302000271000,Langnäs vändplan,9021302000608000,Övernäs skola,am,0.3581
9021302000322000,Mörslättsvägen vsk.,9021302000261000,Källbo skola,am,0.3581
9021302000308000,"Mariehamn, Bussplan",9021302000492000,Tekniska verken,am,0.357
9021302000451000,Strömsnäs,9021302000308000,"Mariehamn, Bussplan",am,0.3551
9021302000557000,Västeränga,9021302000523000,Valborg,am,0.355
9021302000338000,Nääs,9021302000261000,Källbo skola,am,0.3497
9021302000259000,Källarvägen,9021302000392000,Savoy,am,0.3448
9021302000512000,Tärnebolstad,9021302000121000,Godby högstadium,am,0.3439
9021302000644000,Strandgränd,9021302000662000,"Centrum, Nygatan",am,0.3428
9021302000433000,Stenbro vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.3376
9021302000633000,Bolstavägen,9021302000662000,"Centrum, Nygatan",am,0.3366
9021302000447000,Strömma,9021302000121000,Godby högstadium,am,0.3348
9021302000209000,Kattby södra,9021302000543000,Vikingahallen,am,0.334
9021302000308000,"Mariehamn, Bussplan",9021302000191000,Jomalaby,am,0.3329
9021302000396000,Sjukhuset,9021302000662000,"Centrum, Nygatan",am,0.3309
9021302000139000,Grelsby vsk.,9021302000123000,Godbyhallen vsk.,am,0.3305
9021302000490000,Södra Svinövägen vsk.,9021302000189000,Jomala skola,am,0.3263
9021302000230000,Kroklund,9021302000123000,Godbyhallen vsk.,am,0.3258
9021302000249000,Kungstensvägen vsk.,9021302000123000,Godbyhallen vsk.,am,0.3237
9021302000150000,"Hammarland, Torp",9021302000668000,Jomala skola södra,am,0.3222
9021302000364000,Prästö,9021302000125000,Godbyvägen 1285,am,0.3216
9021302000672000,Länsmansgränd,9021302000662000,"Centrum, Nygatan",am,0.3207
9021302000486000,Södra Flaka,9021302000362000,Prästgården,am,0.3201
9021302000447000,Strömma,9021302000261000,Källbo skola,am,0.3176
9021302000306000,Mariavägen vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.3173
9021302000512000,Tärnebolstad,9021302000261000,Källbo skola,am,0.3154
9021302000606000,Överbyvägen vsk.,9021302000189000,Jomala skola,am,0.3148
9021302000423000,Lervik,9021302000662000,"Centrum, Nygatan",am,0.3129
9021302000266000,Labbnäs,9021302000230000,Kroklund,am,0.3124
9021302000628000,Sälgstigen,9021302000662000,"Centrum, Nygatan",am,0.3112
9021302000326000,Nabbenvägen vsk.,9021302000261000,Källbo skola,am,0.3078
9021302000107000,Frebbenby,9021302000207000,Kattby,am,0.3068
9021302000161000,Havsvidden vsk.,9021302000123000,Godbyhallen vsk.,am,0.3048
9021302000031000,Björkängsvägen vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.3045
9021302000266000,Labbnäs,9021302000370000,Pålsböle Sarlings,am,0.304
9021302000117000,Geta centrum,9021302000368000,Pålsböle daghem,am,0.304
9021302000117000,Geta centrum,9021302000370000,Pålsböle Sarlings,am,0.3036
9021302000266000,Labbnäs,9021302000368000,Pålsböle daghem,am,0.3023
9021302000259000,Källarvägen,9021302000492000,Tekniska verken,am,0.3003
9021302000445000,Strandnäs skola södra,9021302000662000,"Centrum, Nygatan",am,0.3
9021302000380000,Rörstorp,9021302000189000,Jomala skola,am,0.2994
9021302000117000,Geta centrum,9021302000121000,Godby högstadium,am,0.2961
9021302000266000,Labbnäs,9021302000121000,Godby högstadium,am,0.2956
9021302000121000,Godby högstadium,9021302000308000,"Mariehamn, Bussplan",am,0.2944
9021302000662000,"Centrum, Nygatan",9021302000559000,Västra macken,am,0.29
9021302000214000,Killingholm,9021302000308000,"Mariehamn, Bussplan",am,0.2895
9021302000486000,Södra Flaka,9021302000523000,Valborg,am,0.2879
9021302000614000,Kulla sund,9021302000308000,"Mariehamn, Bussplan",am,0.2875
9021302000435000,Storby,9021302000189000,Jomala skola,am,0.2875
9021302000093000,Finby vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.2862
9021302000095000,Finströms kyrka,9021302000121000,Godby högstadium,am,0.2858
9021302000067000,Degersandsvägen vsk.,9021302000668000,Jomala skola södra,am,0.2838
9021302000308000,"Mariehamn, Bussplan",9021302000392000,Savoy,am,0.2817
9021302000662000,"Centrum, Nygatan",9021302000638000,Uppgårdsvägen 10,am,0.2813
9021302000590000,Önningeby vsk.,9021302000429000,Torget,am,0.2811
9021302000386000,Sandmovägen vsk.,9021302000075000,Eckerö färjterminal,am,0.2811
9021302000230000,Kroklund,9021302000261000,Källbo skola,am,0.2793
9021302000259000,Källarvägen,9021302000559000,Västra macken,am,0.279
9021302000058000,Böle vsk.,9021302000668000,Jomala skola södra,am,0.278
9021302000135000,Granö,9021302000662000,"Centrum, Nygatan",am,0.2778
9021302000115000,GE-huset,9021302000392000,Savoy,am,0.2777
9021302000139000,Grelsby vsk.,9021302000261000,Källbo skola,am,0.276
9021302000625000,Musikinstitutet,9021302000662000,"Centrum, Nygatan",am,0.2752
9021302000662000,"Centrum, Nygatan",9021302000644000,Strandgränd,am,0.2735
9021302000662000,"Centrum, Nygatan",9021302000643000,Örtvägen,am,0.2727
9021302000590000,Önningeby vsk.,9021302000392000,Savoy,am,0.2725
9021302000592000,Öra macken,9021302000668000,Jomala skola södra,am,0.272
9021302000209000,Kattby södra,9021302000075000,Eckerö färjterminal,am,0.2715
9021302000045000,Brinkbacken,9021302000668000,Jomala skola södra,am,0.2715
9021302000486000,Södra Flaka,9021302000308000,"Mariehamn, Bussplan",am,0.2692
9021302000261000,Källbo skola,9021302000392000,Savoy,am,0.2679
9021302000525000,Vandö,9021302000121000,Godby högstadium,am,0.265
9021302000585000,Ödkarby,9021302000123000,Godbyhallen vsk.,am,0.263
9021302000029000,Björkuddsvägen vsk.,9021302000324000,Nabben,am,0.26
9021302000662000,"Centrum, Nygatan",9021302000664000,Möckelö Strand,am,0.2597
9021302000259000,Källarvägen,9021302000189000,Jomala skola,am,0.2585
9021302000093000,Finby vsk.,9021302000125000,Godbyvägen 1285,am,0.2549
9021302000135000,Granö,9021302000608000,Övernäs skola,am,0.2535
9021302000615000,Österkullagatan,9021302000662000,"Centrum, Nygatan",am,0.2534
9021302000306000,Mariavägen vsk.,9021302000207000,Kattby,am,0.2534
9021302000157000,Haraldsby,9021302000308000,"Mariehamn, Bussplan",am,0.2508
9021302000340000,Odalgården,9021302000492000,Tekniska verken,am,0.2502
9021302000071000,Doppingvägen,9021302000608000,Övernäs skola,am,0.2502
9021302000316000,Mickelsö vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.2498
9021302000308000,"Mariehamn, Bussplan",9021302000370000,Pålsböle Sarlings,am,0.2488
9021302000497000,Tjudö midsommarstång,9021302000121000,Godby högstadium,am,0.2486
9021302000201000,Kastelholm,9021302000125000,Godbyvägen 1285,am,0.2448
9021302000525000,Vandö,9021302000261000,Källbo skola,am,0.24
9021302000249000,Kungstensvägen vsk.,9021302000261000,Källbo skola,am,0.2395
9021302000308000,"Mariehamn, Bussplan",9021302000429000,Torget,am,0.2383
9021302000023000,Björkliden,9021302000668000,Jomala skola södra,am,0.2371
9021302000630000,Kalmarnäs vändplan,9021302000189000,Jomala skola,am,0.2346
9021302000662000,"Centrum, Nygatan",9021302000567000,Ålandsplan,am,0.2327
9021302000189000,Jomala skola,9021302000308000,"Mariehamn, Bussplan",am,0.2325
9021302000497000,Tjudö midsommarstång,9021302000261000,Källbo skola,am,0.2299
9021302000161000,Havsvidden vsk.,9021302000261000,Källbo skola,am,0.2282
9021302000453000,Stålsby,9021302000123000,Godbyhallen vsk.,am,0.2254
9021302000275000,Lemlands kyrka,9021302000308000,"Mariehamn, Bussplan",am,0.2253
9021302000523000,Valborg,9021302000314000,Mellanvik,am,0.2239
9021302000606000,Överbyvägen vsk.,9021302000075000,Eckerö färjterminal,am,0.2229
9021302000058000,Böle vsk.,9021302000075000,Eckerö färjterminal,am,0.2226
9021302000418000,Smedsböle vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.2209
9021302000386000,Sandmovägen vsk.,9021302000668000,Jomala skola södra,am,0.22
9021302000662000,"Centrum, Nygatan",9021302000634000,Lillåkersvägen,am,0.2197
9021302000003000,Amalia,9021302000189000,Jomala skola,am,0.2197
9021302000163000,Hellesby,9021302000308000,"Mariehamn, Bussplan",am,0.2194
9021302000398000,Skag vsk.,9021302000189000,Jomala skola,am,0.2194
9021302000314000,Mellanvik,9021302000189000,Jomala skola,am,0.2183
9021302000308000,"Mariehamn, Bussplan",9021302000368000,Pålsböle daghem,am,0.2174
9021302000340000,Odalgården,9021302000392000,Savoy,am,0.2135
9021302000271000,Langnäs vändplan,9021302000659000,Norragatan,am,0.2132
9021302000520000,Utängarna,9021302000308000,"Mariehamn, Bussplan",am,0.2131
9021302000378000,Rönngården,9021302000308000,"Mariehamn, Bussplan",am,0.2131
9021302000523000,Valborg,9021302000324000,Nabben,am,0.2118
9021302000150000,"Hammarland, Torp",9021302000189000,Jomala skola,am,0.211
9021302000201000,Kastelholm,9021302000308000,"Mariehamn, Bussplan",am,0.2104
9021302000308000,"Mariehamn, Bussplan",9021302000187000,Jomala kyrka,am,0.2078
9021302000662000,"Centrum, Nygatan",9021302000396000,Sjukhuset,am,0.2069
9021302000344000,Ollasgatan vsk.,9021302000075000,Eckerö färjterminal,am,0.2043
9021302000662000,"Centrum, Nygatan",9021302000097000,Skrakvägen,am,0.2042
9021302000236000,Krokstadsvägen vsk.,9021302000189000,Jomala skola,am,0.204
9021302000457000,Svartsmara,9021302000189000,Jomala skola,am,0.2033
9021302000606000,Överbyvägen vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.2021
9021302000052000,Brändövägen vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.202
9021302000510000,Tosarby vsk.,9021302000125000,Godbyvägen 1285,am,0.2006
9021302000418000,Smedsböle vsk.,9021302000125000,Godbyvägen 1285,am,0.2003
9021302000543000,Vikingahallen,9021302000492000,Tekniska verken,am,0.1999
9021302000261000,Källbo skola,9021302000492000,Tekniska verken,am,0.1991
9021302000039000,Bolstaholms vsk.,9021302000123000,Godbyhallen vsk.,am,0.1973
9021302000304000,Marbyöjen vsk.,9021302000668000,Jomala skola södra,am,0.1949
9021302000662000,"Centrum, Nygatan",9021302000392000,Savoy,am,0.1947
9021302000630000,Kalmarnäs vändplan,9021302000324000,Nabben,am,0.1938
9021302000109000,Fremmanby,9021302000121000,Godby högstadium,am,0.1924
9021302000662000,"Centrum, Nygatan",9021302000608000,Övernäs skola,am,0.1916
9021302000510000,Tosarby vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.1916
9021302000344000,Ollasgatan vsk.,9021302000668000,Jomala skola södra,am,0.1914
9021302000484000,Södra Finbygatan vsk.,9021302000308000,"Mariehamn, Bussplan",am,0.1902
9021302000662000,"Centrum, Nygatan",9021302000616000,Doktorsvägen 1A,am,0.19
9021302000322000,Mörslättsvägen vsk.,9021302000121000,Godby högstadium,am,0.1897
9021302000259000,Källarvägen,9021302000429000,Torget,am,0.189
9021302000606000,Överbyvägen vsk.,9021302000107000,Frebbenby,am,0.1888
9021302000207000,Kattby,9021302000543000,Vikingahallen,am,0.1886
9021302000435000,Storby,9021302000308000,"Mariehamn, Bussplan",am,0.1884
9021302000342000,Ollas,9021302000121000,Godby högstadium,am,0.1883
9021302000067000,Degersandsvägen vsk.,9021302000189000,Jomala skola,am,0.1864
9021302000259000,Källarvägen,9021302000115000,GE-huset,am,0.1856
9021302000541000,Vestmyravägen vsk. 2,9021302000668000,Jomala skola södra,am,0.1842
9021302000109000,Fremmanby,9021302000261000,Källbo skola,am,0.1841
9021302000029000,Björkuddsvägen vsk.,9021302000429000,Torget,am,0.1835
9021302000058000,Böle vsk.,9021302000189000,Jomala skola,am,0.1835
9021302000662000,"Centrum, Nygatan",9021302000623000,Lindstigen,am,0.1819
9021302000181000,Industrivägen vsk.,9021302000123000,Godbyhallen vsk.,am,0.1808
9021302000662000,"Centrum, Nygatan",9021302000647000,Lotsgatan,am,0.1803
9021302000049000,Brokärrsvägen vsk.,9021302000125000,Godbyvägen 1285,am,0.1799
9021302000592000,Öra macken,9021302000189000,Jomala skola,am,0.1799
9021302000045000,Brinkbacken,9021302000189000,Jomala skola,am,0.1792
9021302000545000,Vårdö kyrka,9021302000308000,"Mariehamn, Bussplan",am,0.1782
