from_area,from_name,to_area,to_name,period,trips
9021302000429000,Torget,9021302000559000,Västra macken,pm,0.0679
9021302000312000,Maxinge,9021302000089000,Emkarby daghem,pm,0.0678
9021302000121000,Godby högstadium,9021302000176000,Hummelskär,pm,0.0677
9021302000392000,Savoy,9021302000510000,Tosarby vsk.,pm,0.067
9021302000396000,Sjukhuset,9021302000421000,Solberget södra,pm,0.067
9021302000362000,Prästgården,9021302000577000,Ängösundsvägen vsk.,pm,0.0667
9021302000261000,Källbo skola,9021302000510000,Tosarby vsk.,pm,0.0667
9021302000261000,Källbo skola,9021302000418000,Smedsböle vsk.,pm,0.0667
9021302000492000,Tekniska verken,9021302000209000,Kattby södra,pm,0.0666
9021302000189000,Jomala skola,9021302000073000,Drygsböle,pm,0.0666
9021302000392000,Savoy,9021302000484000,Södra Finbygatan vsk.,pm,0.0664
9021302000439000,Strandnäs,9021302000214000,Killingholm,pm,0.0664
9021302000543000,Vikingahallen,9021302000606000,Överbyvägen vsk.,pm,0.0662
9021302000075000,Eckerö färjterminal,9021302000592000,Öra macken,pm,0.0656
9021302000035000,Bo-Bil,9021302000261000,Källbo skola,pm,0.0653
9021302000314000,Mellanvik,9021302000362000,Prästgården,pm,0.0653
9021302000123000,Godbyhallen vsk.,9021302000269000,Lafsbölevägen vsk.,pm,0.0653
9021302000255000,Kvarnbo,9021302000585000,Ödkarby,pm,0.0653
9021302000083000,Eckerö posthus vsk.,9021302000435000,Storby,pm,0.0647
9021302000617000,Lemlandsvägen,9021302000662000,"Centrum, Nygatan",pm,0.0644
9021302000121000,Godby högstadium,9021302000543000,Vikingahallen,pm,0.0644
9021302000230000,Kroklund,9021302000611000,Skräddarsvängen vsk.,pm,0.0643
9021302000125000,Godbyvägen 1285,9021302000039000,Bolstaholms vsk.,pm,0.0642
9021302000314000,Mellanvik,9021302000557000,Västeränga,pm,0.0641
9021302000261000,Källbo skola,9021302000176000,Hummelskär,pm,0.0641
9021302000523000,Valborg,9021302000490000,Södra Svinövägen vsk.,pm,0.0638
9021302000492000,Tekniska verken,9021302000292000,Lönnhagsvägen,pm,0.0635
9021302000492000,Tekniska verken,9021302000630000,Kalmarnäs vändplan,pm,0.0635
9021302000123000,Godbyhallen vsk.,9021302000111000,Furuholmen vsk.,pm,0.0635
9021302000312000,Maxinge,9021302000622000,Solberget,pm,0.0631
9021302000185000,Jomala församlingshem,9021302000187000,Jomala kyrka,pm,0.0631
9021302000622000,Solberget,9021302000630000,Kalmarnäs vändplan,pm,0.0629
9021302000261000,Källbo skola,9021302000049000,Brokärrsvägen vsk.,pm,0.0629
9021302000308000,"Mariehamn, Bussplan",9021302000127000,Gottby,pm,0.0625
9021302000308000,"Mariehamn, Bussplan",9021302000118000,Godby centrum,pm,0.0625
9021302000559000,Västra macken,9021302000308000,"Mariehamn, Bussplan",pm,0.0625
9021302000115000,GE-huset,9021302000508000,Torrbolstad,pm,0.0623
9021302000392000,Savoy,9021302000545000,Vårdö kyrka,pm,0.0622
9021302000326000,Nabbenvägen vsk.,9021302000266000,Labbnäs,pm,0.062
9021302000543000,Vikingahallen,9021302000189000,Jomala skola,pm,0.0618
9021302000157000,Haraldsby,9021302000508000,Torrbolstad,pm,0.0617
9021302000543000,Vikingahallen,9021302000157000,Haraldsby,pm,0.0616
9021302000492000,Tekniska verken,9021302000251000,Kungsö vsk.,pm,0.0613
9021302000118000,Godby centrum,9021302000508000,Torrbolstad,pm,0.0609
9021302000157000,Haraldsby,9021302000214000,Killingholm,pm,0.0609
9021302000207000,Kattby,9021302000067000,Degersandsvägen vsk.,pm,0.0609
9021302000429000,Torget,9021302000648000,Baltichallen,pm,0.0606
9021302000559000,Västra macken,9021302000209000,Kattby södra,pm,0.0606
9021302000543000,Vikingahallen,9021302000435000,Storby,pm,0.0605
9021302000492000,Tekniska verken,9021302000316000,Mickelsö vsk.,pm,0.0601
9021302000125000,Godbyvägen 1285,9021302000449000,Strömsby vsk.,pm,0.0601
9021302000207000,Kattby,9021302000386000,Sandmovägen vsk.,pm,0.0601
9021302000181000,Industrivägen vsk.,9021302000326000,Nabbenvägen vsk.,pm,0.0599
9021302000543000,Vikingahallen,9021302000259000,Källarvägen,pm,0.0598
9021302000492000,Tekniska verken,9021302000378000,Rönngården,pm,0.0597
9021302000492000,Tekniska verken,9021302000508000,Torrbolstad,pm,0.0595
9021302000123000,Godbyhallen vsk.,9021302000013000,Bartsgårda vsk.,pm,0.0595
9021302000101000,Fjärilsgatan vsk.,9021302000435000,Storby,pm,0.0594
9021302000261000,Källbo skola,9021302000553000,Västanträsk musteri,pm,0.0593
9021302000392000,Savoy,9021302000157000,Haraldsby,pm,0.0592
9021302000312000,Maxinge,9021302000324000,Nabben,pm,0.0592
9021302000439000,Strandnäs,9021302000187000,Jomala kyrka,pm,0.0591
9021302000308000,"Mariehamn, Bussplan",9021302000062000,Daglösa,pm,0.059
9021302000095000,Finströms kyrka,9021302000308000,"Mariehamn, Bussplan",pm,0.059
9021302000308000,"Mariehamn, Bussplan",9021302000322000,Mörslättsvägen vsk.,pm,0.0588
9021302000657000,Kyrkan,9021302000648000,Baltichallen,pm,0.0587
9021302000308000,"Mariehamn, Bussplan",9021302000230000,Kroklund,pm,0.0585
9021302000191000,Jomalaby,9021302000575000,Ämnäsgatan,pm,0.0585
9021302000429000,Torget,9021302000185000,Jomala församlingshem,pm,0.0583
9021302000492000,Tekniska verken,9021302000358000,Posten,pm,0.0582
9021302000011000,Bartsgårda,9021302000161000,Havsvidden vsk.,pm,0.0582
9021302000261000,Källbo skola,9021302000439000,Strandnäs,pm,0.058
9021302000261000,Källbo skola,9021302000429000,Torget,pm,0.0578
9021302000255000,Kvarnbo,9021302000453000,Stålsby,pm,0.0578
9021302000322000,Mörslättsvägen vsk.,9021302000117000,Geta centrum,pm,0.0577
9021302000125000,Godbyvägen 1285,9021302000181000,Industrivägen vsk.,pm,0.0576
9021302000308000,"Mariehamn, Bussplan",9021302000416000,Smartpark,pm,0.0575
9021302000392000,Savoy,9021302000455000,Sundsvägen 871 vsk.,pm,0.0575
9021302000429000,Torget,9021302000585000,Ödkarby,pm,0.0575
9021302000257000,Kvarnlyckevägen vsk.,9021302000523000,Valborg,pm,0.0575
9021302000011000,Bartsgårda,9021302000230000,Kroklund,pm,0.0575
9021302000075000,Eckerö färjterminal,9021302000472000,Södergatan vsk.,pm,0.0575
9021302000230000,Kroklund,9021302000499000,Tjudö vsk.,pm,0.0574
9021302000075000,Eckerö färjterminal,9021302000163000,Hellesby,pm,0.0574
9021302000439000,Strandnäs,9021302000157000,Haraldsby,pm,0.057
9021302000543000,Vikingahallen,9021302000123000,Godbyhallen vsk.,pm,0.0568
9021302000668000,Jomala skola södra,9021302000292000,Lönnhagsvägen,pm,0.0568
9021302000392000,Savoy,9021302000358000,Posten,pm,0.0565
9021302000559000,Västra macken,9021302000292000,Lönnhagsvägen,pm,0.0565
9021302000668000,Jomala skola södra,9021302000472000,Södergatan vsk.,pm,0.0565
9021302000308000,"Mariehamn, Bussplan",9021302000154000,Hamnsundsvägen vsk.,pm,0.0564
9021302000662000,"Centrum, Nygatan",9021302000492000,Tekniska verken,pm,0.0564
9021302000662000,"Centrum, Nygatan",9021302000292000,Lönnhagsvägen,pm,0.0564
9021302000308000,"Mariehamn, Bussplan",9021302000539000,Vestmyravägen vsk. 1,pm,0.0562
9021302000429000,Torget,9021302000193000,Järsö,pm,0.0562
9021302000308000,"Mariehamn, Bussplan",9021302000168000,Hemdal,pm,0.0561
9021302000075000,Eckerö färjterminal,9021302000259000,Källarvägen,pm,0.0561
9021302000679000,Polishuset,9021302000640000,Doktorsvägen 1B/1C,pm,0.056
9021302000324000,Nabben,9021302000639000,Hindersbölevägen,pm,0.056
9021302000123000,Godbyhallen vsk.,9021302000232000,Kroklunds vsk.,pm,0.056
9021302000662000,"Centrum, Nygatan",9021302000559000,Västra macken,pm,0.0559
9021302000189000,Jomala skola,9021302000666000,Svinryggen,pm,0.0559
9021302000559000,Västra macken,9021302000421000,Solberget södra,pm,0.0557
9021302000523000,Valborg,9021302000577000,Ängösundsvägen vsk.,pm,0.0557
9021302000647000,Lotsgatan,9021302000071000,Doppingvägen,pm,0.0554
9021302000362000,Prästgården,9021302000003000,Amalia,pm,0.0554
9021302000638000,Uppgårdsvägen 10,9021302000639000,Hindersbölevägen,pm,0.0553
9021302000308000,"Mariehamn, Bussplan",9021302000139000,Grelsby vsk.,pm,0.0551
9021302000308000,"Mariehamn, Bussplan",9021302000216000,Klemetsby,pm,0.055
9021302000429000,Torget,9021302000334000,Nåtö by vsk.,pm,0.055
9021302000492000,Tekniska verken,9021302000123000,Godbyhallen vsk.,pm,0.055
9021302000392000,Savoy,9021302000129000,Gottby by,pm,0.0549
9021302000207000,Kattby,9021302000304000,Marbyöjen vsk.,pm,0.0549
9021302000261000,Källbo skola,9021302000455000,Sundsvägen 871 vsk.,pm,0.0547
9021302000492000,Tekniska verken,9021302000418000,Smedsböle vsk.,pm,0.0545
9021302000261000,Källbo skola,9021302000484000,Södra Finbygatan vsk.,pm,0.0544
9021302000107000,Frebbenby,9021302000416000,Smartpark,pm,0.0544
9021302000123000,Godbyhallen vsk.,9021302000298000,Mangelbo,pm,0.0543
9021302000226000,Korsbro,9021302000207000,Kattby,pm,0.0543
9021302000429000,Torget,9021302000451000,Strömsnäs,pm,0.0542
9021302000187000,Jomala kyrka,9021302000123000,Godbyhallen vsk.,pm,0.0541
9021302000125000,Godbyvägen 1285,9021302000118000,Godby centrum,pm,0.0538
9021302000392000,Savoy,9021302000575000,Ämnäsgatan,pm,0.0537
9021302000671000,Dalkullavägen,9021302000662000,"Centrum, Nygatan",pm,0.0537
9021302000259000,Källarvägen,9021302000662000,"Centrum, Nygatan",pm,0.0537
9021302000308000,"Mariehamn, Bussplan",9021302000402000,Skarpans vsk.,pm,0.0536
9021302000559000,Västra macken,9021302000251000,Kungsö vsk.,pm,0.0536
9021302000358000,Posten,9021302000662000,"Centrum, Nygatan",pm,0.0536
9021302000392000,Savoy,9021302000123000,Godbyhallen vsk.,pm,0.0535
9021302000396000,Sjukhuset,9021302000029000,Björkuddsvägen vsk.,pm,0.0535
9021302000261000,Källbo skola,9021302000316000,Mickelsö vsk.,pm,0.0533
9021302000392000,Savoy,9021302000035000,Bo-Bil,pm,0.0532
9021302000429000,Torget,9021302000031000,Björkängsvägen vsk.,pm,0.053
9021302000121000,Godby högstadium,9021302000147000,Haga ringväg,pm,0.0529
9021302000492000,Tekniska verken,9021302000201000,Kastelholm,pm,0.0528
9021302000041000,Bomarsunds fästning,9021302000316000,Mickelsö vsk.,pm,0.0528
9021302000207000,Kattby,9021302000344000,Ollasgatan vsk.,pm,0.0527
9021302000306000,Mariavägen vsk.,9021302000107000,Frebbenby,pm,0.0527
9021302000039000,Bolstaholms vsk.,9021302000117000,Geta centrum,pm,0.0527
9021302000261000,Källbo skola,9021302000340000,Odalgården,pm,0.0526
9021302000586000,Ödkarby skola,9021302000338000,Nääs,pm,0.0524
9021302000396000,Sjukhuset,9021302000445000,Strandnäs skola södra,pm,0.0523
9021302000312000,Maxinge,9021302000643000,Örtvägen,pm,0.052
9021302000668000,Jomala skola södra,9021302000080000,Eckerö kyrka,pm,0.052
9021302000312000,Maxinge,9021302000646000,Ytternäs skola,pm,0.0516
9021302000121000,Godby högstadium,9021302000611000,Skräddarsvängen vsk.,pm,0.0516
9021302000118000,Godby centrum,9021302000214000,Killingholm,pm,0.0515
9021302000308000,"Mariehamn, Bussplan",9021302000222000,Knutsbodavägen vsk.,pm,0.0514
9021302000308000,"Mariehamn, Bussplan",9021302000501000,Tobölevägen vsk.,pm,0.0514
9021302000429000,Torget,9021302000378000,Rönngården,pm,0.0514
9021302000362000,Prästgården,9021302000398000,Skag vsk.,pm,0.0513
9021302000075000,Eckerö färjterminal,9021302000304000,Marbyöjen vsk.,pm,0.0513
9021302000445000,Strandnäs skola södra,9021302000646000,Ytternäs skola,pm,0.0511
9021302000429000,Torget,9021302000097000,Skrakvägen,pm,0.0509
9021302000567000,Ålandsplan,9021302000029000,Björkuddsvägen vsk.,pm,0.0509
9021302000275000,Lemlands kyrka,9021302000535000,Vessingsboda,pm,0.0508
9021302000308000,"Mariehamn, Bussplan",9021302000326000,Nabbenvägen vsk.,pm,0.0507
9021302000123000,Godbyhallen vsk.,9021302000352000,Pettböle,pm,0.0505
9021302000392000,Savoy,9021302000253000,Kungsövägen vsk.,pm,0.0504
9021302000392000,Savoy,9021302000451000,Strömsnäs,pm,0.0504
9021302000123000,Godbyhallen vsk.,9021302000043000,Breidablick,pm,0.0504
9021302000322000,Mörslättsvägen vsk.,9021302000266000,Labbnäs,pm,0.0504
9021302000429000,Torget,9021302000017000,Bergö/Idskärsvägen vsk.,pm,0.0503
9021302000123000,Godbyhallen vsk.,9021302000118000,Godby centrum,pm,0.0503
9021302000261000,Källbo skola,9021302000185000,Jomala församlingshem,pm,0.0503
9021302000429000,Torget,9021302000621000,Övernäsgården,pm,0.0502
9021302000191000,Jomalaby,9021302000322000,Mörslättsvägen vsk.,pm,0.0502
9021302000429000,Torget,9021302000453000,Stålsby,pm,0.0501
9021302000340000,Odalgården,9021302000543000,Vikingahallen,pm,0.0501
9021302000368000,Pålsböle daghem,9021302000611000,Skräddarsvängen vsk.,pm,0.0501
9021302000261000,Källbo skola,9021302000147000,Haga ringväg,pm,0.05
9021302000189000,Jomala skola,9021302000523000,Valborg,total,12.8394
9021302000523000,Valborg,9021302000189000,Jomala skola,total,9.2067
9021302000312000,Maxinge,9021302000662000,"Centrum, Nygatan",total,7.0899
9021302000445000,Strandnäs skola södra,9021302000662000,"Centrum, Nygatan",total,6.6973
9021302000445000,Strandnäs skola södra,9021302000622000,Solberget,total,5.8752
9021302000662000,"Centrum, Nygatan",9021302000312000,Maxinge,total,5.7663
9021302000308000,"Mariehamn, Bussplan",9021302000590000,Önningeby vsk.,total,4.5162
9021302000662000,"Centrum, Nygatan",9021302000071000,Doppingvägen,total,4.3336
9021302000121000,Godby högstadium,9021302000261000,Källbo skola,total,4.2799
9021302000189000,Jomala skola,9021302000087000,Emkarby,total,4.1688
9021302000123000,Godbyhallen vsk.,9021302000261000,Källbo skola,total,4.1096
9021302000662000,"Centrum, Nygatan",9021302000445000,Strandnäs skola södra,total,4.0192
9021302000259000,Källarvägen,9021302000308000,"Mariehamn, Bussplan",total,3.9986
9021302000189000,Jomala skola,9021302000535000,Vessingsboda,total,3.8437
9021302000308000,"Mariehamn, Bussplan",9021302000259000,Källarvägen,total,3.7909
9021302000123000,Godbyhallen vsk.,9021302000308000,"Mariehamn, Bussplan",total,3.7145
9021302000087000,Emkarby,9021302000189000,Jomala skola,total,3.5935
9021302000662000,"Centrum, Nygatan",9021302000639000,Hindersbölevägen,total,3.5801
9021302000308000,"Mariehamn, Bussplan",9021302000115000,GE-huset,total,3.574
9021302000261000,Källbo skola,9021302000308000,"Mariehamn, Bussplan",total,3.4933
9021302000121000,Godby högstadium,9021302000255000,Kvarnbo,total,3.2994
9021302000261000,Källbo skola,9021302000255000,Kvarnbo,total,3.157
9021302000445000,Strandnäs skola södra,9021302000630000,Kalmarnäs vändplan,total,3.1234
9021302000071000,Doppingvägen,9021302000662000,"Centrum, Nygatan",total,3.1031
9021302000308000,"Mariehamn, Bussplan",9021302000261000,Källbo skola,total,3.0384
9021302000590000,Önningeby vsk.,9021302000308000,"Mariehamn, Bussplan",total,3.009
9021302000189000,Jomala skola,9021302000362000,Prästgården,total,2.9164
9021302000189000,Jomala skola,9021302000021000,Bjärström,total,2.8797
9021302000639000,Hindersbölevägen,9021302000662000,"Centrum, Nygatan",total,2.848
9021302000261000,Källbo skola,9021302000457000,Svartsmara,total,2.8142
9021302000308000,"Mariehamn, Bussplan",9021302000029000,Björkuddsvägen vsk.,total,2.8071
9021302000535000,Vessingsboda,9021302000189000,Jomala skola,total,2.8005
9021302000261000,Källbo skola,9021302000121000,Godby högstadium,total,2.7991
9021302000308000,"Mariehamn, Bussplan",9021302000429000,Torget,total,2.7317
9021302000189000,Jomala skola,9021302000220000,Knutsboda vsk.,total,2.6521
9021302000622000,Solberget,9021302000445000,Strandnäs skola södra,total,2.6343
9021302000121000,Godby högstadium,9021302000457000,Svartsmara,total,2.6046
9021302000189000,Jomala skola,9021302000557000,Västeränga,total,2.5501
9021302000662000,"Centrum, Nygatan",9021302000647000,Lotsgatan,total,2.5374
9021302000021000,Bjärström,9021302000189000,Jomala skola,total,2.4823
9021302000125000,Godbyvägen 1285,9021302000261000,Källbo skola,total,2.4631
9021302000308000,"Mariehamn, Bussplan",9021302000543000,Vikingahallen,total,2.4401
9021302000457000,Svartsmara,9021302000261000,Källbo skola,total,2.4258
9021302000115000,GE-huset,9021302000308000,"Mariehamn, Bussplan",total,2.4222
9021302000209000,Kattby södra,9021302000668000,Jomala skola södra,total,2.3554
9021302000662000,"Centrum, Nygatan",9021302000646000,Ytternäs skola,total,2.3239
9021302000121000,Godby högstadium,9021302000508000,Torrbolstad,total,2.3019
9021302000668000,Jomala skola södra,9021302000209000,Kattby södra,total,2.2943
9021302000308000,"Mariehamn, Bussplan",9021302000123000,Godbyhallen vsk.,total,2.2893
9021302000308000,"Mariehamn, Bussplan",9021302000340000,Odalgården,total,2.2856
9021302000308000,"Mariehamn, Bussplan",9021302000492000,Tekniska verken,total,2.2713
9021302000662000,"Centrum, Nygatan",9021302000640000,Doktorsvägen 1B/1C,total,2.2614
9021302000457000,Svartsmara,9021302000121000,Godby högstadium,total,2.2452
9021302000445000,Strandnäs skola södra,9021302000421000,Solberget södra,total,2.2418
9021302000662000,"Centrum, Nygatan",9021302000622000,Solberget,total,2.2094
9021302000261000,Källbo skola,9021302000123000,Godbyhallen vsk.,total,2.2045
9021302000362000,Prästgården,9021302000189000,Jomala skola,total,2.1323
9021302000261000,Källbo skola,9021302000508000,Torrbolstad,total,2.0532
9021302000255000,Kvarnbo,9021302000121000,Godby högstadium,total,1.9966
9021302000189000,Jomala skola,9021302000486000,Södra Flaka,total,1.9896
9021302000189000,Jomala skola,9021302000596000,Östanåkersvägen vsk.,total,1.9792
9021302000640000,Doktorsvägen 1B/1C,9021302000662000,"Centrum, Nygatan",total,1.9689
9021302000492000,Tekniska verken,9021302000308000,"Mariehamn, Bussplan",total,1.9622
9021302000664000,Möckelö Strand,9021302000662000,"Centrum, Nygatan",total,1.9463
9021302000646000,Ytternäs skola,9021302000662000,"Centrum, Nygatan",total,1.943
9021302000308000,"Mariehamn, Bussplan",9021302000439000,Strandnäs,total,1.9352
9021302000543000,Vikingahallen,9021302000308000,"Mariehamn, Bussplan",total,1.9163
9021302000255000,Kvarnbo,9021302000261000,Källbo skola,total,1.9097
9021302000029000,Björkuddsvägen vsk.,9021302000308000,"Mariehamn, Bussplan",total,1.907
9021302000220000,Knutsboda vsk.,9021302000189000,Jomala skola,total,1.9019
9021302000429000,Torget,9021302000308000,"Mariehamn, Bussplan",total,1.9018
9021302000662000,"Centrum, Nygatan",9021302000324000,Nabben,total,1.884
9021302000121000,Godby högstadium,9021302000214000,Killingholm,total,1.8774
9021302000557000,Västeränga,9021302000189000,Jomala skola,total,1.8623
9021302000308000,"Mariehamn, Bussplan",9021302000189000,Jomala skola,total,1.835
9021302000189000,Jomala skola,9021302000275000,Lemlands kyrka,total,1.8142
9021302000662000,"Centrum, Nygatan",9021302000664000,Möckelö Strand,total,1.7819
9021302000121000,Godby högstadium,9021302000308000,"Mariehamn, Bussplan",total,1.7723
9021302000261000,Källbo skola,9021302000043000,Breidablick,total,1.76
9021302000189000,Jomala skola,9021302000240000,Kullavägen vsk.,total,1.7243
9021302000647000,Lotsgatan,9021302000662000,"Centrum, Nygatan",total,1.7195
9021302000261000,Källbo skola,9021302000214000,Killingholm,total,1.7175
9021302000261000,Källbo skola,9021302000125000,Godbyvägen 1285,total,1.7126
9021302000596000,Östanåkersvägen vsk.,9021302000189000,Jomala skola,total,1.7061
9021302000324000,Nabben,9021302000662000,"Centrum, Nygatan",total,1.6747
9021302000189000,Jomala skola,9021302000089000,Emkarby daghem,total,1.6536
9021302000261000,Källbo skola,9021302000009000,Bamböle,total,1.6178
9021302000121000,Godby högstadium,9021302000043000,Breidablick,total,1.6019
9021302000662000,"Centrum, Nygatan",9021302000648000,Baltichallen,total,1.5971
9021302000523000,Valborg,9021302000308000,"Mariehamn, Bussplan",total,1.5858
9021302000121000,Godby högstadium,9021302000157000,Haraldsby,total,1.5787
9021302000209000,Kattby södra,9021302000189000,Jomala skola,total,1.5597
9021302000308000,"Mariehamn, Bussplan",9021302000396000,Sjukhuset,total,1.5589
9021302000123000,Godbyhallen vsk.,9021302000117000,Geta centrum,total,1.5579
9021302000121000,Godby högstadium,9021302000009000,Bamböle,total,1.5413
9021302000123000,Godbyhallen vsk.,9021302000266000,Labbnäs,total,1.5353
9021302000189000,Jomala skola,9021302000209000,Kattby södra,total,1.5191
9021302000043000,Breidablick,9021302000261000,Källbo skola,total,1.5171
9021302000261000,Källbo skola,9021302000157000,Haraldsby,total,1.5103
9021302000662000,"Centrum, Nygatan",9021302000630000,Kalmarnäs vändplan,total,1.4958
9021302000340000,Odalgården,9021302000308000,"Mariehamn, Bussplan",total,1.4934
9021302000240000,Kullavägen vsk.,9021302000189000,Jomala skola,total,1.4863
9021302000662000,"Centrum, Nygatan",9021302000097000,Skrakvägen,total,1.4688
9021302000193000,Järsö,9021302000662000,"Centrum, Nygatan",total,1.4644
9021302000662000,"Centrum, Nygatan",9021302000643000,Örtvägen,total,1.4584
9021302000486000,Södra Flaka,9021302000189000,Jomala skola,total,1.4573
9021302000608000,Övernäs skola,9021302000193000,Järsö,total,1.4477
9021302000123000,Godbyhallen vsk.,9021302000095000,Finströms kyrka,total,1.4406
9021302000662000,"Centrum, Nygatan",9021302000193000,Järsö,total,1.435
9021302000334000,Nåtö by vsk.,9021302000662000,"Centrum, Nygatan",total,1.4268
9021302000089000,Emkarby daghem,9021302000189000,Jomala skola,total,1.4254
9021302000608000,Övernäs skola,9021302000334000,Nåtö by vsk.,total,1.4247
9021302000679000,Polishuset,9021302000662000,"Centrum, Nygatan",total,1.4152
9021302000662000,"Centrum, Nygatan",9021302000334000,Nåtö by vsk.,total,1.4028
9021302000630000,Kalmarnäs vändplan,9021302000445000,Strandnäs skola södra,total,1.3977
9021302000009000,Bamböle,9021302000261000,Källbo skola,total,1.3945
9021302000508000,Torrbolstad,9021302000121000,Godby högstadium,total,1.3929
9021302000097000,Skrakvägen,9021302000662000,"Centrum, Nygatan",total,1.3839
9021302000043000,Breidablick,9021302000121000,Godby högstadium,total,1.3808
9021302000308000,"Mariehamn, Bussplan",9021302000630000,Kalmarnäs vändplan,total,1.3418
9021302000193000,Järsö,9021302000608000,Övernäs skola,total,1.333
9021302000207000,Kattby,9021302000668000,Jomala skola södra,total,1.3305
9021302000009000,Bamböle,9021302000121000,Godby högstadium,total,1.3286
9021302000662000,"Centrum, Nygatan",9021302000679000,Polishuset,total,1.3202
9021302000334000,Nåtö by vsk.,9021302000608000,Övernäs skola,total,1.3077
9021302000017000,Bergö/Idskärsvägen vsk.,9021302000662000,"Centrum, Nygatan",total,1.307
9021302000445000,Strandnäs skola södra,9021302000615000,Österkullagatan,total,1.3021
9021302000608000,Övernäs skola,9021302000017000,Bergö/Idskärsvägen vsk.,total,1.3008
9021302000275000,Lemlands kyrka,9021302000189000,Jomala skola,total,1.2973
9021302000668000,Jomala skola södra,9021302000207000,Kattby,total,1.296
9021302000662000,"Centrum, Nygatan",9021302000017000,Bergö/Idskärsvägen vsk.,total,1.2826
9021302000123000,Godbyhallen vsk.,9021302000255000,Kvarnbo,total,1.2583
9021302000662000,"Centrum, Nygatan",9021302000623000,Lindstigen,total,1.2518
9021302000508000,Torrbolstad,9021302000261000,Källbo skola,total,1.2418
9021302000251000,Kungsö vsk.,9021302000668000,Jomala skola södra,total,1.2369
9021302000439000,Strandnäs,9021302000308000,"Mariehamn, Bussplan",total,1.2213
9021302000308000,"Mariehamn, Bussplan",9021302000121000,Godby högstadium,total,1.2195
9021302000429000,Torget,9021302000662000,"Centrum, Nygatan",total,1.2077
9021302000662000,"Centrum, Nygatan",9021302000621000,Övernäsgården,total,1.2052
9021302000668000,Jomala skola södra,9021302000251000,Kungsö vsk.,total,1.2052
9021302000017000,Bergö/Idskärsvägen vsk.,9021302000608000,Övernäs skola,total,1.1962
9021302000548000,Vårdö skola,9021302000449000,Strömsby vsk.,total,1.1917
9021302000622000,Solberget,9021302000662000,"Centrum, Nygatan",total,1.1827
9021302000643000,Örtvägen,9021302000662000,"Centrum, Nygatan",total,1.1784
9021302000121000,Godby högstadium,9021302000585000,Ödkarby,total,1.1695
9021302000308000,"Mariehamn, Bussplan",9021302000523000,Valborg,total,1.167
9021302000129000,Gottby by,9021302000668000,Jomala skola södra,total,1.1574
9021302000261000,Källbo skola,9021302000117000,Geta centrum,total,1.1373
9021302000214000,Killingholm,9021302000121000,Godby högstadium,total,1.1361
9021302000668000,Jomala skola södra,9021302000129000,Gottby by,total,1.1275
9021302000396000,Sjukhuset,9021302000308000,"Mariehamn, Bussplan",total,1.1226
9021302000261000,Källbo skola,9021302000266000,Labbnäs,total,1.1146
9021302000648000,Baltichallen,9021302000662000,"Centrum, Nygatan",total,1.1083
9021302000261000,Källbo skola,9021302000585000,Ödkarby,total,1.0922
9021302000189000,Jomala skola,9021302000408000,Skolsvängen vsk.,total,1.0905
9021302000261000,Källbo skola,9021302000095000,Finströms kyrka,total,1.0436
9021302000214000,Killingholm,9021302000261000,Källbo skola,total,1.0389
9021302000107000,Frebbenby,9021302000668000,Jomala skola södra,total,1.0164
9021302000121000,Godby högstadium,9021302000453000,Stålsby,total,1.0054
9021302000421000,Solberget södra,9021302000445000,Strandnäs skola södra,total,1.0053
9021302000590000,Önningeby vsk.,9021302000189000,Jomala skola,total,1.0045
9021302000657000,Kyrkan,9021302000662000,"Centrum, Nygatan",total,1.0004
9021302000123000,Godbyhallen vsk.,9021302000322000,Mörslättsvägen vsk.,total,0.9947
9021302000633000,Bolstavägen,9021302000662000,"Centrum, Nygatan",total,0.9941
9021302000189000,Jomala skola,9021302000588000,Öjvägen vsk.,total,0.9915
9021302000668000,Jomala skola södra,9021302000107000,Frebbenby,total,0.99
9021302000662000,"Centrum, Nygatan",9021302000633000,Bolstavägen,total,0.9843
9021302000308000,"Mariehamn, Bussplan",9021302000187000,Jomala kyrka,total,0.9822
9021302000386000,Sandmovägen vsk.,9021302000435000,Storby,total,0.9768
9021302000121000,Godby högstadium,9021302000123000,Godbyhallen vsk.,total,0.9647
9021302000308000,"Mariehamn, Bussplan",9021302000392000,Savoy,total,0.9605
9021302000463000,Svinö färjfäste,9021302000308000,"Mariehamn, Bussplan",total,0.9574
9021302000157000,Haraldsby,9021302000121000,Godby högstadium,total,0.9553
9021302000435000,Storby,9021302000386000,Sandmovägen vsk.,total,0.9531
9021302000630000,Kalmarnäs vändplan,9021302000308000,"Mariehamn, Bussplan",total,0.9375
9021302000623000,Lindstigen,9021302000662000,"Centrum, Nygatan",total,0.9341
9021302000261000,Källbo skola,9021302000453000,Stålsby,total,0.9338
9021302000137000,Granö vändplan,9021302000662000,"Centrum, Nygatan",total,0.9239
9021302000608000,Övernäs skola,9021302000137000,Granö vändplan,total,0.9229
9021302000157000,Haraldsby,9021302000261000,Källbo skola,total,0.9136
9021302000308000,"Mariehamn, Bussplan",9021302000185000,Jomala församlingshem,total,0.9119
9021302000662000,"Centrum, Nygatan",9021302000137000,Granö vändplan,total,0.9068
9021302000308000,"Mariehamn, Bussplan",9021302000668000,Jomala skola södra,total,0.9011
9021302000662000,"Centrum, Nygatan",9021302000638000,Uppgårdsvägen 10,total,0.8968
